date,service,day_of_week,is_weekend,is_holiday,vacation_flag,season,epidemic_flag,canicule_flag,plan_blanc_flag,admissions_urgent,admissions_programmed,discharges,beds_occupied,beds_available,staff_medecin,staff_chirurgien,staff_infirmier,staff_aide_soignant,staff_sage_femme,staff_psychologue,staff_admin,staff_astreinte,staff_global,medicaments_central,medicaments_service,epi_central,epi_service,materiel_chirurgical_central,materiel_chirurgical_service,equipements_biomedicaux_central,equipements_biomedicaux_service,produits_hygiene_central,produits_hygiene_service,produits_pharmaceutiques_central,produits_pharmaceutiques_service,vaccins_central,vaccins_service
2024-03-21,Chirurgie,Jeudi,0,0,0,Printemps,0,0,0,4,9,11,33,27,2,6,8,3,1,1,1,4,22,18471,-481,10643,-415,6709,-609,0,20,2681,-313,10026,-428,0,60
2024-03-21,Obstétrique,Jeudi,0,0,0,Printemps,0,0,0,6,2,3,14,26,1,0,5,4,3,1,0,2,14,18055,-416,10183,-460,6559,-150,0,16,2272,-409,9662,-364,0,40
2024-03-21,Administration,Jeudi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,1,0,1,1,1,10,3,14,18055,0,10183,0,6559,0,0,0,2272,0,9662,0,0,0
2024-03-22,Urgences,Vendredi,0,0,0,Printemps,0,0,0,29,0,20,50,0,6,0,7,3,0,2,0,1,18,17374,-681,9631,-552,6559,400,0,0,1832,-440,9075,-587,0,160
2024-03-22,Réanimation,Vendredi,0,0,0,Printemps,0,0,0,6,0,9,27,3,3,1,10,3,0,2,0,1,19,16655,-719,9019,-612,6559,400,0,0,1425,-407,8455,-620,0,100
2024-03-22,Médecine Générale,Vendredi,0,0,0,Printemps,0,0,0,5,7,13,31,49,7,1,7,5,0,1,0,4,21,15969,-686,8605,-414,6458,-101,0,16,1061,-364,7874,-581,0,0
2024-03-22,Chirurgie,Vendredi,0,0,0,Printemps,0,0,0,7,8,13,35,25,2,4,9,5,1,0,0,5,21,15483,-486,8187,-418,5850,-608,0,20,746,-315,7441,-433,0,60
2024-03-22,Obstétrique,Vendredi,0,0,0,Printemps,0,0,0,4,1,5,14,26,1,0,5,3,5,2,0,1,16,15073,-410,7731,-456,5700,-150,0,16,340,-406,7082,-359,0,40
2024-03-22,Administration,Vendredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,1,0,1,1,0,9,2,12,15073,0,7731,0,5700,0,0,0,340,0,7082,0,0,0
2024-03-23,Urgences,Samedi,1,0,0,Printemps,0,0,0,25,1,21,50,0,4,0,8,5,0,0,0,6,17,14401,-672,7185,-546,5700,400,0,0,0,-340,6504,-578,0,160
2024-03-23,Réanimation,Samedi,1,0,0,Printemps,0,0,0,12,0,8,30,0,5,1,10,3,0,1,0,7,20,13663,-738,6561,-624,5700,400,0,0,0,0,5864,-640,0,100
2024-03-23,Médecine Générale,Samedi,1,0,0,Printemps,0,0,0,10,3,12,32,48,7,0,6,3,1,1,1,6,19,12974,-689,6146,-415,5600,-100,0,16,0,0,5281,-583,0,0
2024-03-23,Chirurgie,Samedi,1,0,0,Printemps,0,0,0,1,5,13,28,32,1,5,9,3,0,0,0,7,18,12510,-464,5739,-407,4995,-605,0,20,0,0,4868,-413,0,60
2024-03-23,Obstétrique,Samedi,1,0,0,Printemps,0,0,0,6,1,3,18,22,2,1,4,3,5,2,0,4,17,12096,-414,5280,-459,4845,-150,0,16,0,0,4506,-362,0,40
2024-03-23,Administration,Samedi,1,0,0,Printemps,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,5,13,12096,0,5280,0,4845,0,0,0,0,0,4506,0,0,0
2024-03-24,Urgences,Dimanche,1,0,0,Printemps,0,0,0,22,0,19,50,0,4,0,7,4,0,0,0,7,15,11435,-661,4741,-539,4845,400,0,0,0,0,3940,-566,0,160
2024-03-24,Réanimation,Dimanche,1,0,0,Printemps,0,0,0,8,0,12,26,4,5,0,9,5,0,0,1,7,20,10710,-725,4125,-616,4845,400,0,0,0,0,3313,-627,0,100
2024-03-24,Médecine Générale,Dimanche,1,0,0,Printemps,0,0,0,5,3,9,31,49,7,0,5,5,1,0,1,5,19,10036,-674,3716,-409,4745,-100,0,16,0,0,2743,-570,0,0
2024-03-24,Chirurgie,Dimanche,1,0,0,Printemps,0,0,0,2,8,12,26,34,1,4,9,3,1,0,1,2,19,9562,-474,3304,-412,4137,-608,0,20,0,0,2321,-422,0,60
2024-03-24,Obstétrique,Dimanche,1,0,0,Printemps,0,0,0,4,2,4,20,20,2,0,4,4,3,0,0,7,13,9150,-412,2847,-457,3987,-150,0,16,0,0,1961,-360,0,40
2024-03-24,Administration,Dimanche,1,0,0,Printemps,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11,5,13,9150,0,2847,0,3987,0,0,0,0,0,1961,0,0,0
2024-03-25,Urgences,Lundi,0,0,0,Printemps,0,0,0,22,1,19,50,0,4,1,8,3,1,2,0,3,19,29336,-664,19459,-541,10000,400,0,-2,9568,-432,19431,-569,178,160
2024-03-25,Réanimation,Lundi,0,0,0,Printemps,0,0,0,10,1,9,28,2,3,1,11,4,0,0,0,3,19,28601,-735,18837,-622,10000,400,0,0,9155,-413,18794,-637,178,100
2024-03-25,Médecine Générale,Lundi,0,0,0,Printemps,0,0,0,7,4,9,33,47,5,1,5,3,1,0,0,3,15,27918,-683,18424,-413,9900,-100,0,16,8792,-363,18216,-578,77,-101
2024-03-25,Chirurgie,Lundi,0,0,0,Printemps,0,0,0,4,9,8,31,29,2,6,7,3,0,0,0,0,18,27437,-481,18009,-415,9291,-609,0,20,8479,-313,17788,-428,77,60
2024-03-25,Obstétrique,Lundi,0,0,0,Printemps,0,0,0,2,1,5,18,22,1,0,5,4,5,0,0,2,15,27031,-406,17556,-453,9141,-150,0,16,8076,-403,17433,-355,77,40
2024-03-25,Administration,Lundi,0,0,0,Printemps,0,0,0,0,0,0,0,0,1,0,0,0,1,1,10,3,13,27031,0,17556,0,9141,0,0,0,8076,0,17433,0,77,0
2024-03-26,Urgences,Mardi,0,0,0,Printemps,0,0,0,25,0,19,50,0,6,0,9,5,1,2,1,2,24,26361,-670,17011,-545,9141,400,0,0,7641,-435,16858,-575,77,160
2024-03-26,Réanimation,Mardi,0,0,0,Printemps,0,0,0,7,0,11,24,6,5,0,10,3,1,1,0,2,20,25639,-722,16397,-614,9141,400,0,0,7233,-408,16235,-623,77,100
2024-03-26,Médecine Générale,Mardi,0,0,0,Printemps,0,0,0,3,4,11,29,51,5,0,6,3,0,1,1,1,16,24968,-671,15989,-408,9041,-100,0,16,6875,-358,15667,-568,0,-77
2024-03-26,Chirurgie,Mardi,0,0,0,Printemps,0,0,0,3,11,9,36,24,2,4,9,4,0,1,0,3,20,24485,-483,15573,-416,8430,-611,0,20,6561,-314,15237,-430,0,60
2024-03-26,Obstétrique,Mardi,0,0,0,Printemps,0,0,0,3,3,4,20,20,1,0,5,2,4,0,1,0,13,24073,-412,15116,-457,8279,-151,0,16,6154,-407,14877,-360,0,40
2024-03-26,Administration,Mardi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0,12,24073,0,15116,0,8279,0,0,0,6154,0,14877,0,0,0
2024-03-27,Urgences,Mercredi,0,0,0,Printemps,0,0,0,22,1,19,50,0,4,0,8,4,1,0,0,4,17,23409,-664,14575,-541,8279,400,0,0,5722,-432,14308,-569,0,160
2024-03-27,Réanimation,Mercredi,0,0,0,Printemps,0,0,0,10,0,9,25,5,3,0,11,3,0,0,0,0,17,22677,-732,13955,-620,8279,400,0,0,5310,-412,13674,-634,0,100
2024-03-27,Médecine Générale,Mercredi,0,0,0,Printemps,0,0,0,3,6,7,31,49,7,0,6,4,0,0,0,1,17,22000,-677,13545,-410,8179,-100,0,16,4950,-360,13101,-573,0,0
2024-03-27,Chirurgie,Mercredi,0,0,0,Printemps,0,0,0,0,11,13,34,26,3,6,8,4,1,0,0,3,22,21524,-476,13132,-413,7568,-611,0,20,4639,-311,12677,-424,0,60
2024-03-27,Obstétrique,Mercredi,0,0,0,Printemps,0,0,0,2,3,9,16,24,1,0,4,2,5,2,0,1,14,21114,-410,12676,-456,7417,-151,0,16,4233,-406,12318,-359,0,40
2024-03-27,Administration,Mercredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,2,11,21114,0,12676,0,7417,0,0,0,4233,0,12318,0,0,0
2024-03-28,Urgences,Jeudi,0,0,0,Printemps,0,0,0,26,0,20,50,0,6,0,8,3,0,2,1,1,20,20442,-672,12130,-546,7417,400,0,0,3797,-436,11740,-578,0,160
2024-03-28,Réanimation,Jeudi,0,0,0,Printemps,0,0,0,9,1,10,25,5,3,0,10,3,0,2,0,2,18,19710,-732,11510,-620,7417,400,0,0,3385,-412,11106,-634,0,100
2024-03-28,Médecine Générale,Jeudi,0,0,0,Printemps,0,0,0,5,7,11,32,48,6,0,5,5,0,0,0,1,16,19024,-686,11096,-414,7316,-101,0,16,3021,-364,10525,-581,0,0
2024-03-28,Chirurgie,Jeudi,0,0,0,Printemps,0,0,0,2,10,12,34,26,2,4,7,5,1,0,0,2,19,18546,-478,10682,-414,6706,-610,0,20,2709,-312,10099,-426,0,60
2024-03-28,Obstétrique,Jeudi,0,0,0,Printemps,0,0,0,8,2,7,19,21,3,0,4,4,3,2,0,4,16,18126,-420,10219,-463,6556,-150,0,16,2297,-412,9731,-368,0,40
2024-03-28,Administration,Jeudi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,12,18126,0,10219,0,6556,0,0,0,2297,0,9731,0,0,0
2024-03-29,Urgences,Vendredi,0,0,0,Printemps,0,0,0,28,0,20,50,0,5,0,9,4,0,0,0,2,18,17448,-678,9669,-550,6556,400,0,0,1858,-439,9147,-584,0,160
2024-03-29,Réanimation,Vendredi,0,0,0,Printemps,0,0,0,10,0,9,26,4,4,0,10,4,0,0,0,1,18,16716,-732,9049,-620,6556,400,0,0,1446,-412,8513,-634,0,100
2024-03-29,Médecine Générale,Vendredi,0,0,0,Printemps,0,0,0,6,6,12,32,48,5,0,7,4,1,2,1,4,20,16030,-686,8635,-414,6456,-100,0,16,1082,-364,7932,-581,0,0
2024-03-29,Chirurgie,Vendredi,0,0,0,Printemps,0,0,0,3,10,14,33,27,2,5,7,5,1,0,0,3,20,15549,-481,8220,-415,5846,-610,0,20,769,-313,7504,-428,0,60
2024-03-29,Obstétrique,Vendredi,0,0,0,Printemps,0,0,0,1,2,5,17,23,3,0,5,2,4,2,0,0,16,15143,-406,7767,-453,5696,-150,0,16,366,-403,7149,-355,0,40
2024-03-29,Administration,Vendredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,3,11,15143,0,7767,0,5696,0,0,0,366,0,7149,0,0,0
2024-03-30,Urgences,Samedi,1,0,0,Printemps,0,0,0,26,0,19,50,0,5,0,8,4,1,1,0,5,19,14471,-672,7221,-546,5696,400,0,0,0,-366,6571,-578,0,160
2024-03-30,Réanimation,Samedi,1,0,0,Printemps,0,0,0,9,0,8,27,3,5,0,9,5,0,1,1,1,21,13743,-728,6603,-618,5696,400,0,0,0,0,5941,-630,0,100
2024-03-30,Médecine Générale,Samedi,1,0,0,Printemps,0,0,0,3,0,8,27,53,5,0,6,3,0,1,1,9,16,13084,-659,6200,-403,5596,-100,0,16,0,0,5384,-557,0,0
2024-03-30,Chirurgie,Samedi,1,0,0,Printemps,0,0,0,2,7,12,30,30,2,6,8,5,0,0,0,3,21,12613,-471,5790,-410,4989,-607,0,20,0,0,4965,-419,0,60
2024-03-30,Obstétrique,Samedi,1,0,0,Printemps,0,0,0,3,0,3,17,23,3,1,4,3,3,0,0,7,14,12207,-406,5337,-453,4839,-150,0,16,0,0,4610,-355,0,40
2024-03-30,Administration,Samedi,1,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,3,11,12207,0,5337,0,4839,0,0,0,0,0,4610,0,0,0
2024-03-31,Urgences,Dimanche,1,0,0,Printemps,0,0,0,25,0,18,50,0,6,0,7,5,0,2,1,11,21,11537,-670,4792,-545,4839,400,0,0,0,0,4035,-575,0,160
2024-03-31,Réanimation,Dimanche,1,0,0,Printemps,0,0,0,13,0,11,29,1,5,0,10,4,0,1,0,6,20,10796,-741,4166,-626,4839,400,0,0,0,0,3391,-644,0,100
2024-03-31,Médecine Générale,Dimanche,1,0,0,Printemps,0,0,0,7,2,10,26,54,5,0,7,4,0,0,1,9,17,10119,-677,3756,-410,4739,-100,0,16,0,0,2818,-573,0,0
2024-03-31,Chirurgie,Dimanche,1,0,0,Printemps,0,0,0,2,6,11,27,33,2,6,8,3,1,0,0,6,20,9650,-469,3347,-409,4133,-606,0,20,0,0,2401,-417,0,60
2024-03-31,Obstétrique,Dimanche,1,0,0,Printemps,0,0,0,3,0,4,16,24,2,0,4,3,4,1,0,2,14,9244,-406,2894,-453,3983,-150,0,16,0,0,2046,-355,0,40
2024-03-31,Administration,Dimanche,1,0,0,Printemps,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,1,11,9244,0,2894,0,3983,0,0,0,0,0,2046,0,0,0
2024-04-01,Urgences,Lundi,0,1,0,Printemps,0,0,0,23,0,18,50,0,4,0,8,3,0,0,1,2,16,29336,-664,19459,-541,10000,400,0,-5,9568,-432,19431,-569,903,160
2024-04-01,Réanimation,Lundi,0,1,0,Printemps,0,0,0,12,0,8,30,0,4,0,10,5,0,2,1,4,22,28598,-738,18835,-624,10000,400,0,0,9154,-414,18791,-640,903,100
2024-04-01,Médecine Générale,Lundi,0,1,0,Printemps,0,0,0,8,2,11,25,55,6,1,7,4,0,2,0,5,20,27918,-680,18423,-412,9900,-100,0,16,8792,-362,18215,-576,802,-101
2024-04-01,Chirurgie,Lundi,0,1,0,Printemps,0,0,0,3,5,8,27,33,3,4,7,3,1,0,0,3,18,27449,-469,18014,-409,9295,-605,0,20,8484,-308,17798,-417,802,60
2024-04-01,Obstétrique,Lundi,0,1,0,Printemps,0,0,0,1,2,2,17,23,2,0,6,2,5,2,0,1,17,27043,-406,17561,-453,9145,-150,0,16,8081,-403,17443,-355,802,40
2024-04-01,Administration,Lundi,0,1,0,Printemps,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,3,13,27043,0,17561,0,9145,0,0,0,8081,0,17443,0,802,0
2024-04-02,Urgences,Mardi,0,0,0,Printemps,0,0,0,22,1,17,50,0,6,0,8,3,0,1,0,4,18,26379,-664,17020,-541,9145,400,0,0,7649,-432,16874,-569,802,160
2024-04-02,Réanimation,Mardi,0,0,0,Printemps,0,0,0,11,1,11,30,0,4,0,10,4,0,0,0,3,18,25641,-738,16396,-624,9145,400,0,0,7235,-414,16234,-640,802,100
2024-04-02,Médecine Générale,Mardi,0,0,0,Printemps,0,0,0,7,7,11,28,52,7,0,7,3,0,0,0,2,17,24949,-692,15980,-416,9044,-101,0,16,6869,-366,15648,-586,701,-101
2024-04-02,Chirurgie,Mardi,0,0,0,Printemps,0,0,0,4,9,12,28,32,2,4,7,3,1,0,0,2,17,24468,-481,15565,-415,8435,-609,0,20,6556,-313,15220,-428,701,60
2024-04-02,Obstétrique,Mardi,0,0,0,Printemps,0,0,0,4,1,5,17,23,1,0,6,3,3,2,0,4,15,24058,-410,15109,-456,8285,-150,0,16,6150,-406,14861,-359,701,40
2024-04-02,Administration,Mardi,0,0,0,Printemps,0,0,0,0,0,0,0,0,1,1,0,0,1,0,11,2,14,24058,0,15109,0,8285,0,0,0,6150,0,14861,0,701,0
2024-04-03,Urgences,Mercredi,0,0,0,Printemps,0,0,0,22,0,18,50,0,4,0,7,5,0,1,0,2,17,23397,-661,14570,-539,8285,400,0,0,5720,-430,14295,-566,701,160
2024-04-03,Réanimation,Mercredi,0,0,0,Printemps,0,0,0,10,1,12,29,1,5,1,9,3,0,1,0,0,19,22662,-735,13948,-622,8285,400,0,0,5307,-413,13658,-637,701,100
2024-04-03,Médecine Générale,Mercredi,0,0,0,Printemps,0,0,0,5,6,9,30,50,5,1,7,5,1,2,0,0,21,21979,-683,13535,-413,8185,-100,0,16,4944,-363,13080,-578,600,-101
2024-04-03,Chirurgie,Mercredi,0,0,0,Printemps,0,0,0,5,9,10,32,28,2,5,9,3,0,0,0,4,19,21496,-483,13119,-416,7576,-609,0,20,4630,-314,12650,-430,600,60
2024-04-03,Obstétrique,Mercredi,0,0,0,Printemps,0,0,0,1,3,3,18,22,3,1,4,2,4,1,0,1,15,21088,-408,12664,-455,7425,-151,0,16,4226,-404,12293,-357,600,40
2024-04-03,Administration,Mercredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,21088,0,12664,0,7425,0,0,0,4226,0,12293,0,600,0
2024-04-04,Urgences,Jeudi,0,0,0,Printemps,0,0,0,26,0,21,50,0,6,0,8,5,0,0,1,4,20,20416,-672,12118,-546,7425,400,0,0,3790,-436,11715,-578,600,160
2024-04-04,Réanimation,Jeudi,0,0,0,Printemps,0,0,0,9,1,8,30,0,4,0,10,3,1,2,0,4,20,19684,-732,11498,-620,7425,400,0,0,3378,-412,11081,-634,600,100
2024-04-04,Médecine Générale,Jeudi,0,0,0,Printemps,0,0,0,7,6,10,33,47,6,0,7,3,1,1,0,3,18,18995,-689,11083,-415,7325,-100,0,16,3013,-365,10498,-583,499,-101
2024-04-04,Chirurgie,Jeudi,0,0,0,Printemps,0,0,0,5,8,9,36,24,1,5,9,3,1,0,0,2,19,18514,-481,10668,-415,6717,-608,0,20,2700,-313,10070,-428,499,60
2024-04-04,Obstétrique,Jeudi,0,0,0,Printemps,0,0,0,1,2,5,16,24,1,0,4,3,4,0,0,3,12,18108,-406,10215,-453,6567,-150,0,16,2297,-403,9715,-355,499,40
2024-04-04,Administration,Jeudi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,13,18108,0,10215,0,6567,0,0,0,2297,0,9715,0,499,0
2024-04-05,Urgences,Vendredi,0,0,0,Printemps,0,0,0,25,0,18,50,0,6,1,8,3,1,0,0,0,19,17438,-670,9670,-545,6567,400,0,0,1862,-435,9140,-575,499,160
2024-04-05,Réanimation,Vendredi,0,0,0,Printemps,0,0,0,10,0,12,28,2,5,0,10,4,1,0,0,5,20,16706,-732,9050,-620,6567,400,0,0,1450,-412,8506,-634,499,100
2024-04-05,Médecine Générale,Vendredi,0,0,0,Printemps,0,0,0,9,7,14,35,45,7,1,5,3,0,1,0,4,17,16008,-698,8631,-419,6466,-101,0,16,1081,-369,7915,-591,398,-101
2024-04-05,Chirurgie,Vendredi,0,0,0,Printemps,0,0,0,3,11,11,39,21,3,6,8,4,0,1,0,4,22,15525,-483,8215,-416,5855,-611,0,20,767,-314,7485,-430,398,60
2024-04-05,Obstétrique,Vendredi,0,0,0,Printemps,0,0,0,3,3,3,19,21,3,0,4,2,5,0,0,0,14,15113,-412,7758,-457,5704,-151,0,16,360,-407,7125,-360,398,40
2024-04-05,Administration,Vendredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,10,15113,0,7758,0,5704,0,0,0,360,0,7125,0,398,0
2024-04-06,Urgences,Samedi,1,0,0,Printemps,0,0,0,25,0,19,50,0,6,0,9,3,0,2,0,9,20,14443,-670,7213,-545,5704,400,0,0,0,-360,6550,-575,398,160
2024-04-06,Réanimation,Samedi,1,0,0,Printemps,0,0,0,11,0,9,30,0,4,0,11,4,0,1,0,4,20,13708,-735,6591,-622,5704,400,0,0,0,0,5913,-637,398,100
2024-04-06,Médecine Générale,Samedi,1,0,0,Printemps,0,0,0,5,3,9,34,46,5,1,6,5,0,2,1,5,20,13034,-674,6182,-409,5604,-100,0,16,0,0,5343,-570,298,-100
2024-04-06,Chirurgie,Samedi,1,0,0,Printemps,0,0,0,1,4,10,34,26,2,4,9,5,0,0,0,7,20,12572,-462,5776,-406,5000,-604,0,20,0,0,4932,-411,298,60
2024-04-06,Obstétrique,Samedi,1,0,0,Printemps,0,0,0,4,2,4,21,19,3,0,6,4,5,1,0,4,19,12160,-412,5319,-457,4850,-150,0,16,0,0,4572,-360,298,40
2024-04-06,Administration,Samedi,1,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,9,12160,0,5319,0,4850,0,0,0,0,0,4572,0,298,0
2024-04-07,Urgences,Dimanche,1,0,0,Printemps,0,0,0,22,1,19,50,0,6,1,9,5,0,0,1,10,22,11496,-664,4778,-541,4850,400,0,0,0,0,4003,-569,298,160
2024-04-07,Réanimation,Dimanche,1,0,0,Printemps,0,0,0,9,0,10,29,1,3,1,11,5,1,0,0,1,21,10768,-728,4160,-618,4850,400,0,0,0,0,3373,-630,298,100
2024-04-07,Médecine Générale,Dimanche,1,0,0,Printemps,0,0,0,9,3,11,35,45,5,1,6,4,0,2,0,8,18,10082,-686,3746,-414,4750,-100,0,16,0,0,2792,-581,197,-101
2024-04-07,Chirurgie,Dimanche,1,0,0,Printemps,0,0,0,0,4,9,29,31,2,4,9,3,0,0,0,9,18,9623,-459,3342,-404,4146,-604,0,20,0,0,2384,-408,197,60
2024-04-07,Obstétrique,Dimanche,1,0,0,Printemps,0,0,0,5,0,6,20,20,2,1,4,3,3,1,0,1,14,9213,-410,2886,-456,3996,-150,0,16,0,0,2025,-359,197,40
2024-04-07,Administration,Dimanche,1,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,5,10,9213,0,2886,0,3996,0,0,0,0,0,2025,0,197,0
2024-04-08,Urgences,Lundi,0,0,0,Printemps,0,0,0,23,0,20,50,0,4,0,8,4,0,2,1,3,19,29336,-664,19459,-541,10000,400,0,-4,9568,-432,19431,-569,574,160
2024-04-08,Réanimation,Lundi,0,0,0,Printemps,0,0,0,10,0,9,30,0,3,0,9,5,1,2,1,5,21,28604,-732,18839,-620,10000,400,0,0,9156,-412,18797,-634,574,100
2024-04-08,Médecine Générale,Lundi,0,0,0,Printemps,0,0,0,8,6,14,35,45,6,0,7,5,0,2,1,5,21,27912,-692,18423,-416,9900,-100,0,16,8790,-366,18211,-586,473,-101
2024-04-08,Chirurgie,Lundi,0,0,0,Printemps,0,0,0,7,10,12,34,26,2,4,7,4,0,1,1,4,19,27422,-490,18003,-420,9290,-610,0,20,8473,-317,17774,-437,473,60
2024-04-08,Obstétrique,Lundi,0,0,0,Printemps,0,0,0,3,2,9,16,24,3,0,5,4,3,1,0,4,16,27012,-410,17547,-456,9140,-150,0,16,8067,-406,17415,-359,473,40
2024-04-08,Administration,Lundi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,1,13,27012,0,17547,0,9140,0,0,0,8067,0,17415,0,473,0
2024-04-09,Urgences,Mardi,0,0,0,Printemps,0,0,0,27,0,19,50,0,4,1,8,3,1,2,1,3,20,26337,-675,16999,-548,9140,400,0,0,7630,-437,16834,-581,473,160
2024-04-09,Réanimation,Mardi,0,0,0,Printemps,0,0,0,9,0,10,29,1,3,0,11,3,1,0,0,4,18,25609,-728,16381,-618,9140,400,0,0,7220,-410,16204,-630,473,100
2024-04-09,Médecine Générale,Mardi,0,0,0,Printemps,0,0,0,10,5,13,37,43,7,0,6,5,0,2,1,0,21,24914,-695,15963,-418,9040,-100,0,16,6852,-368,15615,-589,372,-101
2024-04-09,Chirurgie,Mardi,0,0,0,Printemps,0,0,0,4,9,11,36,24,3,4,7,4,0,0,1,3,19,24433,-481,15548,-415,8431,-609,0,20,6539,-313,15187,-428,372,60
2024-04-09,Obstétrique,Mardi,0,0,0,Printemps,0,0,0,2,3,6,15,25,2,0,4,2,3,0,1,0,12,24023,-410,15092,-456,8280,-151,0,16,6133,-406,14828,-359,372,40
2024-04-09,Administration,Mardi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,2,13,24023,0,15092,0,8280,0,0,0,6133,0,14828,0,372,0
2024-04-10,Urgences,Mercredi,0,0,0,Printemps,0,0,0,25,0,22,50,0,4,1,7,5,0,2,1,0,20,23353,-670,14547,-545,8280,400,0,0,5698,-435,14253,-575,372,160
2024-04-10,Réanimation,Mercredi,0,0,0,Printemps,0,0,0,6,1,11,25,5,3,1,10,5,0,1,0,1,20,22631,-722,13933,-614,8280,400,0,0,5290,-408,13630,-623,372,100
2024-04-10,Médecine Générale,Mercredi,0,0,0,Printemps,0,0,0,4,5,11,35,45,7,0,5,4,0,1,0,3,17,21954,-677,13523,-410,8180,-100,0,16,4930,-360,13057,-573,272,-100
2024-04-10,Chirurgie,Mercredi,0,0,0,Printemps,0,0,0,3,9,13,35,25,3,6,8,3,1,0,0,1,21,21476,-478,13109,-414,7571,-609,0,20,4618,-312,12631,-426,272,60
2024-04-10,Obstétrique,Mercredi,0,0,0,Printemps,0,0,0,3,4,4,18,22,3,0,5,2,4,1,1,4,16,21062,-414,12650,-459,7420,-151,0,16,4210,-408,12269,-362,272,40
2024-04-10,Administration,Mercredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,10,21062,0,12650,0,7420,0,0,0,4210,0,12269,0,272,0
2024-04-11,Urgences,Jeudi,0,0,0,Printemps,0,0,0,21,0,20,50,0,5,1,9,4,0,1,0,0,20,20404,-658,12113,-537,7420,400,0,0,3781,-429,11706,-563,272,160
2024-04-11,Réanimation,Jeudi,0,0,0,Printemps,0,0,0,8,0,9,24,6,5,0,11,4,0,0,0,2,20,19679,-725,11497,-616,7420,400,0,0,3372,-409,11079,-627,272,100
2024-04-11,Médecine Générale,Jeudi,0,0,0,Printemps,0,0,0,6,6,11,36,44,5,0,7,5,1,1,1,5,20,18993,-686,11083,-414,7320,-100,0,16,3008,-364,10498,-581,171,-101
2024-04-11,Chirurgie,Jeudi,0,0,0,Printemps,0,0,0,3,9,11,36,24,2,5,9,4,0,0,0,4,20,18515,-478,10669,-414,6711,-609,0,20,2696,-312,10072,-426,171,60
2024-04-11,Obstétrique,Jeudi,0,0,0,Printemps,0,0,0,6,2,8,18,22,3,0,6,4,3,1,0,1,17,18099,-416,10209,-460,6561,-150,0,16,2287,-409,9708,-364,171,40
2024-04-11,Administration,Jeudi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,2,11,18099,0,10209,0,6561,0,0,0,2287,0,9708,0,171,0
2024-04-12,Urgences,Vendredi,0,0,0,Printemps,0,0,0,22,0,18,50,0,4,0,9,3,0,2,0,4,18,17438,-661,9670,-539,6561,400,0,0,1857,-430,9142,-566,171,160
2024-04-12,Réanimation,Vendredi,0,0,0,Printemps,0,0,0,9,0,8,25,5,3,1,9,3,1,2,1,4,20,16710,-728,9052,-618,6561,400,0,0,1447,-410,8512,-630,171,100
2024-04-12,Médecine Générale,Vendredi,0,0,0,Printemps,0,0,0,11,4,11,40,40,6,1,7,5,0,0,1,3,20,16015,-695,8634,-418,6461,-100,0,16,1079,-368,7923,-589,70,-101
2024-04-12,Chirurgie,Vendredi,0,0,0,Printemps,0,0,0,7,10,12,41,19,1,5,8,4,0,0,1,4,19,15525,-490,8214,-420,5851,-610,0,20,762,-317,7486,-437,70,60
2024-04-12,Obstétrique,Vendredi,0,0,0,Printemps,0,0,0,4,3,6,19,21,2,1,4,4,4,2,0,3,17,15111,-414,7755,-459,5700,-151,0,16,354,-408,7124,-362,70,40
2024-04-12,Administration,Vendredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,1,11,15111,0,7755,0,5700,0,0,0,354,0,7124,0,70,0
2024-04-13,Urgences,Samedi,1,0,0,Printemps,0,0,0,27,0,18,50,0,5,0,8,4,1,0,1,7,19,14436,-675,7207,-548,5700,400,0,0,0,-354,6543,-581,70,160
