Date,Year,Month,DayOfWeek,Total_Beds,Occupied_Beds,Flu_Cases,Emergencies,Staff_Available
2021-12-10,2021,12,Friday,1800,1108,556,596,280
2021-12-11,2021,12,Saturday,1800,1609,539,531,144
2021-12-12,2021,12,Sunday,1800,1726,251,499,247
2021-12-13,2021,12,Monday,1800,1074,394,488,123
2021-12-14,2021,12,Tuesday,1800,1145,405,313,288
2021-12-15,2021,12,Wednesday,1800,1127,486,390,190
2021-12-16,2021,12,Thursday,1800,1041,565,121,193
2021-12-17,2021,12,Friday,1800,1355,292,415,157
2021-12-18,2021,12,Saturday,1800,1040,508,393,254
2021-12-19,2021,12,Sunday,1800,1033,344,553,253
2021-12-20,2021,12,Monday,1800,1016,285,346,227
2021-12-21,2021,12,Tuesday,1800,1676,352,366,106
2021-12-22,2021,12,Wednesday,1800,1152,201,350,269
2021-12-23,2021,12,Thursday,1800,1377,541,102,146
2021-12-24,2021,12,Friday,1800,1587,588,564,152
2021-12-25,2021,12,Saturday,1800,1598,459,491,286
2021-12-26,2021,12,Sunday,1800,1628,363,294,137
2021-12-27,2021,12,Monday,1800,1341,205,186,296
2021-12-28,2021,12,Tuesday,1800,1026,348,369,152
2021-12-29,2021,12,Wednesday,1800,1286,404,324,242
2021-12-30,2021,12,Thursday,1800,1645,317,117,253
2021-12-31,2021,12,Friday,1800,1730,288,351,147
2022-01-01,2022,1,Saturday,1800,1167,353,465,194
2022-01-02,2022,1,Sunday,1800,1609,366,442,246
2022-01-03,2022,1,Monday,1800,1267,360,428,236
2022-01-04,2022,1,Tuesday,1800,1748,469,378,163
2022-01-05,2022,1,Wednesday,1800,1454,255,301,192
2022-01-06,2022,1,Thursday,1800,1684,427,182,281
2022-01-07,2022,1,Friday,1800,1400,536,350,224
2022-01-08,2022,1,Saturday,1800,1475,348,374,278
2022-01-09,2022,1,Sunday,1800,1701,245,267,138
2022-01-10,2022,1,Monday,1800,1633,343,146,103
2022-01-11,2022,1,Tuesday,1800,1557,437,471,225
2022-01-12,2022,1,Wednesday,1800,1575,471,355,102
2022-01-13,2022,1,Thursday,1800,1129,319,314,163
2022-01-14,2022,1,Friday,1800,1362,539,197,128
2022-01-15,2022,1,Saturday,1800,1704,419,430,215
2022-01-16,2022,1,Sunday,1800,1692,207,425,110
2022-01-17,2022,1,Monday,1800,1291,543,347,196
2022-01-18,2022,1,Tuesday,1800,1370,586,467,201
2022-01-19,2022,1,Wednesday,1800,1793,474,124,285
2022-01-20,2022,1,Thursday,1800,1028,552,173,254
2022-01-21,2022,1,Friday,1800,1148,265,386,120
2022-01-22,2022,1,Saturday,1800,1778,278,484,138
2022-01-23,2022,1,Sunday,1800,1295,285,335,201
2022-01-24,2022,1,Monday,1800,1010,323,474,145
2022-01-25,2022,1,Tuesday,1800,1511,401,226,165
2022-01-26,2022,1,Wednesday,1800,1675,349,124,190
2022-01-27,2022,1,Thursday,1800,1112,245,433,263
2022-01-28,2022,1,Friday,1800,1186,312,569,210
2022-01-29,2022,1,Saturday,1800,1743,290,304,181
2022-01-30,2022,1,Sunday,1800,1226,340,234,222
2022-01-31,2022,1,Monday,1800,1309,488,325,292
2022-02-01,2022,2,Tuesday,1800,1097,588,365,290
2022-02-02,2022,2,Wednesday,1800,1054,417,198,198
2022-02-03,2022,2,Thursday,1800,1622,276,110,134
2022-02-04,2022,2,Friday,1800,1663,576,281,258
2022-02-05,2022,2,Saturday,1800,1757,583,417,255
2022-02-06,2022,2,Sunday,1800,1405,533,396,202
2022-02-07,2022,2,Monday,1800,1068,351,490,228
2022-02-08,2022,2,Tuesday,1800,1311,522,308,124
2022-02-09,2022,2,Wednesday,1800,1288,438,481,142
2022-02-10,2022,2,Thursday,1800,1761,314,163,183
2022-02-11,2022,2,Friday,1800,1547,518,487,294
2022-02-12,2022,2,Saturday,1800,1750,568,535,290
2022-02-13,2022,2,Sunday,1800,1147,293,320,150
2022-02-14,2022,2,Monday,1800,1466,247,397,229
2022-02-15,2022,2,Tuesday,1800,1738,390,153,225
2022-02-16,2022,2,Wednesday,1800,1243,211,430,291
2022-02-17,2022,2,Thursday,1800,1490,355,371,168
2022-02-18,2022,2,Friday,1800,1506,371,449,108
2022-02-19,2022,2,Saturday,1800,1364,495,399,101
2022-02-20,2022,2,Sunday,1800,1481,376,252,261
2022-02-21,2022,2,Monday,1800,1200,540,286,287
2022-02-22,2022,2,Tuesday,1800,1153,256,445,288
2022-02-23,2022,2,Wednesday,1800,1449,542,243,258
2022-02-24,2022,2,Thursday,1800,1500,539,361,109
2022-02-25,2022,2,Friday,1800,1072,402,580,213
2022-02-26,2022,2,Saturday,1800,1712,384,462,175
2022-02-27,2022,2,Sunday,1800,1295,320,524,263
2022-02-28,2022,2,Monday,1800,1016,425,397,184
2022-03-01,2022,3,Tuesday,1800,1640,401,175,148
2022-03-02,2022,3,Wednesday,1800,1216,529,287,169
2022-03-03,2022,3,Thursday,1800,1060,562,432,276
2022-03-04,2022,3,Friday,1800,1615,579,545,230
2022-03-05,2022,3,Saturday,1800,1041,555,484,232
2022-03-06,2022,3,Sunday,1800,1024,415,280,288
2022-03-07,2022,3,Monday,1800,1038,242,414,189
2022-03-08,2022,3,Tuesday,1800,1130,574,382,125
2022-03-09,2022,3,Wednesday,1800,1497,222,178,171
2022-03-10,2022,3,Thursday,1800,1228,354,171,104
2022-03-11,2022,3,Friday,1800,1107,385,491,114
2022-03-12,2022,3,Saturday,1800,1171,448,434,222
2022-03-13,2022,3,Sunday,1800,1434,436,585,243
2022-03-14,2022,3,Monday,1800,1477,492,474,100
2022-03-15,2022,3,Tuesday,1800,1101,333,162,243
2022-03-16,2022,3,Wednesday,1800,1523,520,479,264
2022-03-17,2022,3,Thursday,1800,1274,589,111,102
2022-03-18,2022,3,Friday,1800,1612,221,374,279
2022-03-19,2022,3,Saturday,1800,1043,560,492,146
2022-03-20,2022,3,Sunday,1800,1016,287,250,194
2022-03-21,2022,3,Monday,1800,1329,352,116,112
2022-03-22,2022,3,Tuesday,1800,1568,324,162,219
2022-03-23,2022,3,Wednesday,1800,1496,278,352,154
2022-03-24,2022,3,Thursday,1800,1011,545,475,248
2022-03-25,2022,3,Friday,1800,1317,250,459,165
2022-03-26,2022,3,Saturday,1800,1591,415,184,281
2022-03-27,2022,3,Sunday,1800,1215,375,545,254
2022-03-28,2022,3,Monday,1800,1338,557,189,265
2022-03-29,2022,3,Tuesday,1800,1775,452,307,189
2022-03-30,2022,3,Wednesday,1800,1660,445,391,285
2022-03-31,2022,3,Thursday,1800,1080,426,383,161
2022-04-01,2022,4,Friday,1800,1726,272,280,201
2022-04-02,2022,4,Saturday,1800,1484,98,521,273
2022-04-03,2022,4,Sunday,1800,1373,251,367,238
2022-04-04,2022,4,Monday,1800,1709,337,175,299
2022-04-05,2022,4,Tuesday,1800,1199,103,200,107
2022-04-06,2022,4,Wednesday,1800,1536,213,250,196
2022-04-07,2022,4,Thursday,1800,1465,248,499,216
2022-04-08,2022,4,Friday,1800,1088,151,474,298
2022-04-09,2022,4,Saturday,1800,1267,249,309,163
2022-04-10,2022,4,Sunday,1800,1654,274,423,120
2022-04-11,2022,4,Monday,1800,1570,164,223,299
2022-04-12,2022,4,Tuesday,1800,1488,486,480,214
2022-04-13,2022,4,Wednesday,1800,1537,340,392,290
2022-04-14,2022,4,Thursday,1800,1046,7,384,184
2022-04-15,2022,4,Friday,1800,1287,283,394,291
2022-04-16,2022,4,Saturday,1800,1777,4,579,119
2022-04-17,2022,4,Sunday,1800,1015,144,426,107
2022-04-18,2022,4,Monday,1800,1710,100,374,157
2022-04-19,2022,4,Tuesday,1800,1400,163,205,145
2022-04-20,2022,4,Wednesday,1800,1793,373,120,130
2022-04-21,2022,4,Thursday,1800,1085,146,163,192
2022-04-22,2022,4,Friday,1800,1249,63,354,108
2022-04-23,2022,4,Saturday,1800,1390,90,241,114
2022-04-24,2022,4,Sunday,1800,1781,116,484,193
2022-04-25,2022,4,Monday,1800,1334,353,384,253
2022-04-26,2022,4,Tuesday,1800,1628,266,247,237
2022-04-27,2022,4,Wednesday,1800,1518,309,380,128
2022-04-28,2022,4,Thursday,1800,1136,172,425,179
2022-04-29,2022,4,Friday,1800,1687,46,528,135
2022-04-30,2022,4,Saturday,1800,1497,139,378,183
2022-05-01,2022,5,Sunday,1800,1726,245,576,208
2022-05-02,2022,5,Monday,1800,1476,148,323,217
2022-05-03,2022,5,Tuesday,1800,1593,245,371,136
2022-05-04,2022,5,Wednesday,1800,1222,394,245,185
2022-05-05,2022,5,Thursday,1800,1371,486,455,170
2022-05-06,2022,5,Friday,1800,1401,475,243,250
2022-05-07,2022,5,Saturday,1800,1442,4,229,268
2022-05-08,2022,5,Sunday,1800,1489,464,499,192
2022-05-09,2022,5,Monday,1800,1614,183,133,179
2022-05-10,2022,5,Tuesday,1800,1272,19,240,201
2022-05-11,2022,5,Wednesday,1800,1525,424,417,255
2022-05-12,2022,5,Thursday,1800,1158,45,473,275
2022-05-13,2022,5,Friday,1800,1151,11,378,265
2022-05-14,2022,5,Saturday,1800,1619,69,540,258
2022-05-15,2022,5,Sunday,1800,1187,16,262,113
2022-05-16,2022,5,Monday,1800,1097,370,279,216
2022-05-17,2022,5,Tuesday,1800,1130,146,466,172
2022-05-18,2022,5,Wednesday,1800,1170,153,428,190
2022-05-19,2022,5,Thursday,1800,1182,303,330,189
2022-05-20,2022,5,Friday,1800,1363,107,224,128
2022-05-21,2022,5,Saturday,1800,1038,235,251,278
2022-05-22,2022,5,Sunday,1800,1526,307,306,148
2022-05-23,2022,5,Monday,1800,1496,351,338,270
2022-05-24,2022,5,Tuesday,1800,1515,69,434,171
2022-05-25,2022,5,Wednesday,1800,1348,182,247,232
2022-05-26,2022,5,Thursday,1800,1396,249,108,141
2022-05-27,2022,5,Friday,1800,1721,227,497,234
2022-05-28,2022,5,Saturday,1800,1160,101,582,141
2022-05-29,2022,5,Sunday,1800,1015,74,284,263
2022-05-30,2022,5,Monday,1800,1492,416,437,204
2022-05-31,2022,5,Tuesday,1800,1425,445,104,126
2022-06-01,2022,6,Wednesday,1800,1107,16,442,157
2022-06-02,2022,6,Thursday,1800,1449,94,225,145
2022-06-03,2022,6,Friday,1800,1310,171,312,165
2022-06-04,2022,6,Saturday,1800,1738,137,374,124
2022-06-05,2022,6,Sunday,1800,1169,62,444,172
2022-06-06,2022,6,Monday,1800,1545,174,423,216
2022-06-07,2022,6,Tuesday,1800,1413,37,399,254
2022-06-08,2022,6,Wednesday,1800,1250,69,389,228
2022-06-09,2022,6,Thursday,1800,1758,103,176,186
2022-06-10,2022,6,Friday,1800,1780,52,516,173
2022-06-11,2022,6,Saturday,1800,1140,171,367,269
2022-06-12,2022,6,Sunday,1800,1273,118,334,279
2022-06-13,2022,6,Monday,1800,1415,73,194,252
2022-06-14,2022,6,Tuesday,1800,1607,53,234,281
2022-06-15,2022,6,Wednesday,1800,1738,19,167,224
2022-06-16,2022,6,Thursday,1800,1038,78,246,166
2022-06-17,2022,6,Friday,1800,1028,30,322,105
2022-06-18,2022,6,Saturday,1800,1476,134,580,224
2022-06-19,2022,6,Sunday,1800,1317,57,383,157
2022-06-20,2022,6,Monday,1800,1244,104,440,169
2022-06-21,2022,6,Tuesday,1800,1747,9,288,152
2022-06-22,2022,6,Wednesday,1800,1696,9,438,165
2022-06-23,2022,6,Thursday,1800,1271,38,194,157
2022-06-24,2022,6,Friday,1800,1439,155,342,181
2022-06-25,2022,6,Saturday,1800,1747,157,479,186
2022-06-26,2022,6,Sunday,1800,1238,36,530,101
2022-06-27,2022,6,Monday,1800,1376,118,286,249
2022-06-28,2022,6,Tuesday,1800,1265,66,471,136
2022-06-29,2022,6,Wednesday,1800,1358,42,237,247
2022-06-30,2022,6,Thursday,1800,1339,51,229,202
2022-07-01,2022,7,Friday,1800,1388,100,399,123
2022-07-02,2022,7,Saturday,1800,1576,55,535,211
2022-07-03,2022,7,Sunday,1800,1688,75,438,164
2022-07-04,2022,7,Monday,1800,1002,67,451,292
2022-07-05,2022,7,Tuesday,1800,1428,136,243,228
2022-07-06,2022,7,Wednesday,1800,1141,105,115,216
2022-07-07,2022,7,Thursday,1800,1375,124,401,215
2022-07-08,2022,7,Friday,1800,1669,91,443,204
2022-07-09,2022,7,Saturday,1800,1323,22,287,102
2022-07-10,2022,7,Sunday,1800,1145,190,258,145
2022-07-11,2022,7,Monday,1800,1292,108,228,154
2022-07-12,2022,7,Tuesday,1800,1664,60,494,174
2022-07-13,2022,7,Wednesday,1800,1431,167,474,291
2022-07-14,2022,7,Thursday,1800,1704,43,440,144
2022-07-15,2022,7,Friday,1800,1584,151,207,253
2022-07-16,2022,7,Saturday,1800,1398,178,532,176
2022-07-17,2022,7,Sunday,1800,1343,185,528,292
2022-07-18,2022,7,Monday,1800,1139,160,405,123
2022-07-19,2022,7,Tuesday,1800,1186,15,495,134
2022-07-20,2022,7,Wednesday,1800,1060,21,194,123
2022-07-21,2022,7,Thursday,1800,1379,56,308,127
2022-07-22,2022,7,Friday,1800,1709,61,420,115
2022-07-23,2022,7,Saturday,1800,1439,106,583,158
2022-07-24,2022,7,Sunday,1800,1318,70,531,281
2022-07-25,2022,7,Monday,1800,1301,89,146,243
2022-07-26,2022,7,Tuesday,1800,1343,71,280,114
2022-07-27,2022,7,Wednesday,1800,1010,69,205,110
2022-07-28,2022,7,Thursday,1800,1061,29,298,292
2022-07-29,2022,7,Friday,1800,1225,102,588,178
2022-07-30,2022,7,Saturday,1800,1152,150,283,214
2022-07-31,2022,7,Sunday,1800,1710,31,450,167
2022-08-01,2022,8,Monday,1800,1563,85,359,142
2022-08-02,2022,8,Tuesday,1800,1771,56,207,168
2022-08-03,2022,8,Wednesday,1800,1570,108,118,240
2022-08-04,2022,8,Thursday,1800,1583,8,395,237
2022-08-05,2022,8,Friday,1800,1659,30,519,174
2022-08-06,2022,8,Saturday,1800,1574,70,348,202
2022-08-07,2022,8,Sunday,1800,1309,136,527,140
2022-08-08,2022,8,Monday,1800,1242,12,294,277
2022-08-09,2022,8,Tuesday,1800,1492,185,111,298
2022-08-10,2022,8,Wednesday,1800,1365,130,294,158
2022-08-11,2022,8,Thursday,1800,1329,34,382,138
2022-08-12,2022,8,Friday,1800,1106,20,522,102
2022-08-13,2022,8,Saturday,1800,1225,63,365,106
2022-08-14,2022,8,Sunday,1800,1217,94,527,148
2022-08-15,2022,8,Monday,1800,1752,179,243,125
2022-08-16,2022,8,Tuesday,1800,1505,33,485,260
2022-08-17,2022,8,Wednesday,1800,1258,120,415,200
2022-08-18,2022,8,Thursday,1800,1773,162,281,275
2022-08-19,2022,8,Friday,1800,1516,14,261,178
2022-08-20,2022,8,Saturday,1800,1772,119,303,101
2022-08-21,2022,8,Sunday,1800,1053,95,360,226
2022-08-22,2022,8,Monday,1800,1046,5,383,298
2022-08-23,2022,8,Tuesday,1800,1726,108,380,259
2022-08-24,2022,8,Wednesday,1800,1688,96,195,231
2022-08-25,2022,8,Thursday,1800,1520,31,480,119
2022-08-26,2022,8,Friday,1800,1098,179,449,216
2022-08-27,2022,8,Saturday,1800,1019,82,491,263
2022-08-28,2022,8,Sunday,1800,1752,155,457,131
2022-08-29,2022,8,Monday,1800,1572,117,324,127
2022-08-30,2022,8,Tuesday,1800,1489,191,432,176
2022-08-31,2022,8,Wednesday,1800,1418,78,460,100
2022-09-01,2022,9,Thursday,1800,1689,77,473,287
2022-09-02,2022,9,Friday,1800,1061,146,200,155
2022-09-03,2022,9,Saturday,1800,1144,106,517,134
2022-09-04,2022,9,Sunday,1800,1215,125,464,211
2022-09-05,2022,9,Monday,1800,1002,14,307,129
2022-09-06,2022,9,Tuesday,1800,1159,133,336,153
2022-09-07,2022,9,Wednesday,1800,1738,72,121,135
2022-09-08,2022,9,Thursday,1800,1780,100,284,282
2022-09-09,2022,9,Friday,1800,1119,97,462,179
2022-09-10,2022,9,Saturday,1800,1088,165,611,157
2022-09-11,2022,9,Sunday,1800,1328,25,456,182
2022-09-12,2022,9,Monday,1800,1579,91,140,164
2022-09-13,2022,9,Tuesday,1800,1356,124,435,168
2022-09-14,2022,9,Wednesday,1800,1609,178,261,227
2022-09-15,2022,9,Thursday,1800,1266,72,259,150
2022-09-16,2022,9,Friday,1800,1616,122,281,121
2022-09-17,2022,9,Saturday,1800,1322,52,530,206
2022-09-18,2022,9,Sunday,1800,1634,183,207,208
2022-09-19,2022,9,Monday,1800,1540,186,172,215
2022-09-20,2022,9,Tuesday,1800,1648,197,175,200
2022-09-21,2022,9,Wednesday,1800,1194,77,445,280
2022-09-22,2022,9,Thursday,1800,1737,91,300,199
2022-09-23,2022,9,Friday,1800,1331,185,198,263
2022-09-24,2022,9,Saturday,1800,1169,87,507,167
2022-09-25,2022,9,Sunday,1800,1520,12,420,135
2022-09-26,2022,9,Monday,1800,1462,42,275,279
2022-09-27,2022,9,Tuesday,1800,1039,75,375,280
2022-09-28,2022,9,Wednesday,1800,1536,50,138,277
2022-09-29,2022,9,Thursday,1800,1260,18,159,268
2022-09-30,2022,9,Friday,1800,1394,148,237,245
2022-10-01,2022,10,Saturday,1800,1225,44,552,121
2022-10-02,2022,10,Sunday,1800,1123,60,318,165
2022-10-03,2022,10,Monday,1800,1037,82,263,120
2022-10-04,2022,10,Tuesday,1800,1327,122,485,199
2022-10-05,2022,10,Wednesday,1800,1250,357,258,227
2022-10-06,2022,10,Thursday,1800,1175,15,156,143
2022-10-07,2022,10,Friday,1800,1601,65,312,202
2022-10-08,2022,10,Saturday,1800,1453,423,355,146
2022-10-09,2022,10,Sunday,1800,1036,144,454,138
2022-10-10,2022,10,Monday,1800,1315,374,114,128
2022-10-11,2022,10,Tuesday,1800,1687,161,111,153
2022-10-12,2022,10,Wednesday,1800,1795,233,200,189
2022-10-13,2022,10,Thursday,1800,1592,379,255,184
2022-10-14,2022,10,Friday,1800,1113,143,489,116
2022-10-15,2022,10,Saturday,1800,1039,357,292,179
2022-10-16,2022,10,Sunday,1800,1300,187,567,287
2022-10-17,2022,10,Monday,1800,1223,321,379,258
2022-10-18,2022,10,Tuesday,1800,1317,449,493,172
2022-10-19,2022,10,Wednesday,1800,1348,473,209,148
2022-10-20,2022,10,Thursday,1800,1114,12,433,200
2022-10-21,2022,10,Friday,1800,1697,183,538,101
2022-10-22,2022,10,Saturday,1800,1322,110,298,275
2022-10-23,2022,10,Sunday,1800,1567,414,367,241
2022-10-24,2022,10,Monday,1800,1039,289,497,158
2022-10-25,2022,10,Tuesday,1800,1039,294,261,196
2022-10-26,2022,10,Wednesday,1800,1748,450,227,198
2022-10-27,2022,10,Thursday,1800,1288,391,413,285
2022-10-28,2022,10,Friday,1800,1261,214,571,202
2022-10-29,2022,10,Saturday,1800,1215,461,350,285
2022-10-30,2022,10,Sunday,1800,1146,119,283,278
2022-10-31,2022,10,Monday,1800,1335,381,272,101
2022-11-01,2022,11,Tuesday,1800,1167,54,121,140
2022-11-02,2022,11,Wednesday,1800,1091,26,305,222
2022-11-03,2022,11,Thursday,1800,1352,117,226,181
2022-11-04,2022,11,Friday,1800,1570,220,512,243
2022-11-05,2022,11,Saturday,1800,1570,230,574,231
2022-11-06,2022,11,Sunday,1800,1680,52,435,239
2022-11-07,2022,11,Monday,1800,1780,294,195,128
2022-11-08,2022,11,Tuesday,1800,1362,320,263,234
2022-11-09,2022,11,Wednesday,1800,1556,400,247,113
2022-11-10,2022,11,Thursday,1800,1344,232,117,111
2022-11-11,2022,11,Friday,1800,1692,157,497,198
2022-11-12,2022,11,Saturday,1800,1169,436,400,232
2022-11-13,2022,11,Sunday,1800,1355,268,386,180
2022-11-14,2022,11,Monday,1800,1190,20,464,205
2022-11-15,2022,11,Tuesday,1800,1666,402,222,131
2022-11-16,2022,11,Wednesday,1800,1421,52,499,173
2022-11-17,2022,11,Thursday,1800,1699,274,286,270
2022-11-18,2022,11,Friday,1800,1006,312,394,180
2022-11-19,2022,11,Saturday,1800,1132,280,268,168
2022-11-20,2022,11,Sunday,1800,1746,213,415,144
2022-11-21,2022,11,Monday,1800,1556,30,330,205
2022-11-22,2022,11,Tuesday,1800,1760,336,305,236
2022-11-23,2022,11,Wednesday,1800,1030,182,297,276
2022-11-24,2022,11,Thursday,1800,1534,22,495,260
2022-11-25,2022,11,Friday,1800,1425,31,617,199
2022-11-26,2022,11,Saturday,1800,1393,445,526,245
2022-11-27,2022,11,Sunday,1800,1671,73,312,108
2022-11-28,2022,11,Monday,1800,1362,9,241,161
2022-11-29,2022,11,Tuesday,1800,1436,483,416,284
2022-11-30,2022,11,Wednesday,1800,1669,455,298,128
2022-12-01,2022,12,Thursday,1800,1550,305,145,224
2022-12-02,2022,12,Friday,1800,1081,392,483,213
2022-12-03,2022,12,Saturday,1800,1355,515,239,252
2022-12-04,2022,12,Sunday,1800,1257,501,261,242
2022-12-05,2022,12,Monday,1800,1717,235,268,233
2022-12-06,2022,12,Tuesday,1800,1588,403,409,219
2022-12-07,2022,12,Wednesday,1800,1523,466,143,269
2022-12-08,2022,12,Thursday,1800,1294,467,197,256
2022-12-09,2022,12,Friday,1800,1223,369,440,178
2022-12-10,2022,12,Saturday,1800,1524,238,349,192
2022-12-11,2022,12,Sunday,1800,1045,338,523,103
2022-12-12,2022,12,Monday,1800,1666,491,471,181
2022-12-13,2022,12,Tuesday,1800,1112,251,442,284
2022-12-14,2022,12,Wednesday,1800,1232,486,203,276
2022-12-15,2022,12,Thursday,1800,1016,488,355,271
2022-12-16,2022,12,Friday,1800,1359,340,557,174
2022-12-17,2022,12,Saturday,1800,1222,345,372,113
2022-12-18,2022,12,Sunday,1800,1699,513,527,230
2022-12-19,2022,12,Monday,1800,1447,383,142,213
2022-12-20,2022,12,Tuesday,1800,1364,351,452,161
2022-12-21,2022,12,Wednesday,1800,1674,400,344,205
2022-12-22,2022,12,Thursday,1800,1325,327,386,163
2022-12-23,2022,12,Friday,1800,1466,486,530,201
2022-12-24,2022,12,Saturday,1800,1413,510,520,272
2022-12-25,2022,12,Sunday,1800,1454,452,257,205
2022-12-26,2022,12,Monday,1800,1585,465,209,285
2022-12-27,2022,12,Tuesday,1800,1232,387,289,119
2022-12-28,2022,12,Wednesday,1800,1223,585,387,157
2022-12-29,2022,12,Thursday,1800,1411,429,496,211
2022-12-30,2022,12,Friday,1800,1571,470,459,156
2022-12-31,2022,12,Saturday,1800,1334,458,378,295
2023-01-01,2023,1,Sunday,1800,1221,498,536,218
2023-01-02,2023,1,Monday,1800,1036,397,232,196
2023-01-03,2023,1,Tuesday,1800,1277,522,300,191
2023-01-04,2023,1,Wednesday,1800,1195,255,384,151
2023-01-05,2023,1,Thursday,1800,1483,518,425,136
2023-01-06,2023,1,Friday,1800,1241,402,332,107
2023-01-07,2023,1,Saturday,1800,1323,470,482,143
2023-01-08,2023,1,Sunday,1800,1730,308,504,197
2023-01-09,2023,1,Monday,1800,1191,315,318,232
2023-01-10,2023,1,Tuesday,1800,1016,291,188,217
2023-01-11,2023,1,Wednesday,1800,1523,337,171,168
2023-01-12,2023,1,Thursday,1800,1400,502,346,258
2023-01-13,2023,1,Friday,1800,1704,256,336,144
2023-01-14,2023,1,Saturday,1800,1021,249,362,236
2023-01-15,2023,1,Sunday,1800,1473,270,588,131
2023-01-16,2023,1,Monday,1800,1119,598,195,132
2023-01-17,2023,1,Tuesday,1800,1209,281,174,225
2023-01-18,2023,1,Wednesday,1800,1305,571,153,166
2023-01-19,2023,1,Thursday,1800,1269,304,443,129
2023-01-20,2023,1,Friday,1800,1703,287,241,213
2023-01-21,2023,1,Saturday,1800,1686,201,427,128
2023-01-22,2023,1,Sunday,1800,1284,559,227,230
2023-01-23,2023,1,Monday,1800,1715,283,198,284
2023-01-24,2023,1,Tuesday,1800,1675,242,119,129
2023-01-25,2023,1,Wednesday,1800,1762,353,145,236
2023-01-26,2023,1,Thursday,1800,1226,526,292,253
2023-01-27,2023,1,Friday,1800,1380,293,627,229
2023-01-28,2023,1,Saturday,1800,1459,497,224,161
2023-01-29,2023,1,Sunday,1800,1006,332,276,102
2023-01-30,2023,1,Monday,1800,1028,594,228,273
2023-01-31,2023,1,Tuesday,1800,1032,264,436,167
2023-02-01,2023,2,Wednesday,1800,1645,489,293,124
2023-02-02,2023,2,Thursday,1800,1078,575,439,278
2023-02-03,2023,2,Friday,1800,1458,456,572,240
2023-02-04,2023,2,Saturday,1800,1569,585,195,143
2023-02-05,2023,2,Sunday,1800,1537,412,248,262
2023-02-06,2023,2,Monday,1800,1481,347,211,154
2023-02-07,2023,2,Tuesday,1800,1429,260,260,236
2023-02-08,2023,2,Wednesday,1800,1737,348,230,229
2023-02-09,2023,2,Thursday,1800,1284,287,287,288
2023-02-10,2023,2,Friday,1800,1515,523,365,140
2023-02-11,2023,2,Saturday,1800,1098,582,444,271
2023-02-12,2023,2,Sunday,1800,1396,595,606,163
2023-02-13,2023,2,Monday,1800,1488,477,303,130
2023-02-14,2023,2,Tuesday,1800,1038,281,311,146
2023-02-15,2023,2,Wednesday,1800,1270,328,208,229
2023-02-16,2023,2,Thursday,1800,1796,485,375,195
2023-02-17,2023,2,Friday,1800,1156,581,297,176
2023-02-18,2023,2,Saturday,1800,1074,552,350,209
2023-02-19,2023,2,Sunday,1800,1799,479,419,168
2023-02-20,2023,2,Monday,1800,1129,469,342,157
2023-02-21,2023,2,Tuesday,1800,1686,491,374,205
2023-02-22,2023,2,Wednesday,1800,1083,402,201,143
2023-02-23,2023,2,Thursday,1800,1021,223,272,173
2023-02-24,2023,2,Friday,1800,1458,550,380,155
2023-02-25,2023,2,Saturday,1800,1538,510,333,270
2023-02-26,2023,2,Sunday,1800,1706,407,613,226
2023-02-27,2023,2,Monday,1800,1381,479,287,261
2023-02-28,2023,2,Tuesday,1800,1747,404,185,129
2023-03-01,2023,3,Wednesday,1800,1439,351,151,170
2023-03-02,2023,3,Thursday,1800,1603,225,210,297
2023-03-03,2023,3,Friday,1800,1020,393,538,217
2023-03-04,2023,3,Saturday,1800,1302,535,538,154
2023-03-05,2023,3,Sunday,1800,1083,437,223,166
2023-03-06,2023,3,Monday,1800,1773,520,310,240
2023-03-07,2023,3,Tuesday,1800,1658,274,299,102
2023-03-08,2023,3,Wednesday,1800,1452,362,397,125
2023-03-09,2023,3,Thursday,1800,1386,498,445,156
2023-03-10,2023,3,Friday,1800,1506,228,472,225
2023-03-11,2023,3,Saturday,1800,1256,364,358,251
2023-03-12,2023,3,Sunday,1800,1569,536,178,152
2023-03-13,2023,3,Monday,1800,1526,385,398,297
2023-03-14,2023,3,Tuesday,1800,1161,253,176,142
2023-03-15,2023,3,Wednesday,1800,1162,494,236,287
2023-03-16,2023,3,Thursday,1800,1792,241,119,285
2023-03-17,2023,3,Friday,1800,1791,484,397,148
2023-03-18,2023,3,Saturday,1800,1523,586,451,141
2023-03-19,2023,3,Sunday,1800,1785,337,234,293
2023-03-20,2023,3,Monday,1800,1270,386,367,110
2023-03-21,2023,3,Tuesday,1800,1491,597,306,202
2023-03-22,2023,3,Wednesday,1800,1207,403,366,197
2023-03-23,2023,3,Thursday,1800,1538,241,253,245
2023-03-24,2023,3,Friday,1800,1583,549,191,184
2023-03-25,2023,3,Saturday,1800,1059,487,162,199
2023-03-26,2023,3,Sunday,1800,1429,225,528,203
2023-03-27,2023,3,Monday,1800,1656,570,197,279
2023-03-28,2023,3,Tuesday,1800,1604,584,374,145
2023-03-29,2023,3,Wednesday,1800,1308,255,489,143
2023-03-30,2023,3,Thursday,1800,1519,452,471,121
2023-03-31,2023,3,Friday,1800,1590,321,440,280
2023-04-01,2023,4,Saturday,1800,1026,27,581,286
2023-04-02,2023,4,Sunday,1800,1685,40,385,213
2023-04-03,2023,4,Monday,1800,1561,354,164,224
